Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
Launch Trampoline,NOV,Entertainment,Display,1000,0.3,300,304.61,112200,213,0.001898396
Marty Rae's Furniture,NOV,Furniture,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,NOV,Roofing,Display,1000,0.3,300,86,87303,76,0.000870531
McGuire's Portable Buildings,NOV,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,NOV,Medical,Display,500,0.3,150,30.54,72948,71,0.000973296
Midtown OB Fibroids Trial,NOV,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,NOV,Restaurant,Display,500,0.3,150,151.71,56103,32,0.000570379
Mike Seltzer Jewelers,NOV,Retail,Display,0,0.3,0,0,0,0,0
North Country Family Health Center,NOV,Medical,Display,0,0.3,0,0,0,1,
Northridge Vet,NOV,Veterinary,Display,500,0.3,150,86.77,64620,70,0.001083256
Only Plumbing,NOV,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,NOV,Office Supply,Display,400,0.3,120,271.67,35279,604,0.017120667
Overby Company,NOV,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,NOV,Garage Door,Display,500,0.3,150,263.33,60454,48,0.000793992
Parkside Dental,NOV,Dentist,Display,500,0.3,150,118.8,49027,302,0.006159871
Pink Monarch,NOV,Medical,Display,560,0.3,168,120.94,106403,96,0.00090223
PinProps,NOV,Real Estate,Display,0,0.3,0,0,0,0,0
Proscape Colorants,NOV,Landscaping & Pools,Display,3000,0.3,900,0,0,0,0
Ragan Grading & Septic,NOV,Plumbing,Display,0,0.3,0,0,0,0,0
Reliance Home Services,NOV,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,NOV,Funeral,Display,0,0.3,0,0,0,0,0
Rosenfelds Deli,NOV,Restaurant,Display,850,0.3,255,258.73,95377,136,0.00142592
Servpro CDW,NOV,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,NOV,Restoration & Cleaning,Display,400,0.3,120,51.12,54264,62,0.001142562
Shred A Way,NOV,Office Supply,Display,400,0.3,120,185.68,62276,297,0.004769092
Shred A Way,NOV,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,NOV,Tire & Auto,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,NOV,Church & School,Display,500,0.3,150,157.92,56100,83,0.001479501
The Roofing Guys,NOV,Roofing,Display,0,0.3,0,0,0,0,0
Thompson West Plumbing,NOV,Plumbing,Display,0,0.3,0,0,0,0,0
Tidemark Federal Credit Union,NOV,Banking,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,NOV,Tire & Auto,Display,1700,0.3,510,417.04,186902,210,0.001123583
TLC Realty,NOV,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,NOV,Charitable,Display,1000,0.3,300,405.41,154570,132,0.000853982
West Georgia Eye Care,NOV,Medical,Display,1000,0.3,300,304.76,112209,132,0.001176376
WVNC Job Fair,NOV,Media,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,DEC,Dentist,Display,900,0.3,270,83.1,94540,394,0.004167548
Advanced Med Pro,DEC,Banking,Display,0,0.3,0,0,0,0,0
Alabama Funeral Homes & Cremation Center,DEC,Funeral,Display,0,0.3,0,0,0,0,0
Aletheia Digital,DEC,Marketing,Display,0,0.3,0,0,0,0,0
Allstar Heating & Air,DEC,HVAC,Display,0,0.3,0,0,0,0,0
American Roofing and Restoration,DEC,Roofing,Display,500,0.3,150,118.71,80440,94,0.001168573
ASP Pools,DEC,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
Avery's Furniture,DEC,Furniture,Display,400,0.3,120,96.34,44456,109,0.002451863
Bennie Smith Funeral Homes,DEC,Funeral,Display,0,0.3,0,0,0,0,0
Beracah Homes,DEC,Housing,Display,0,0.3,0,0,0,0,0
Bethany Church,DEC,Church & School,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,DEC,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Childress Dental,DEC,Dentist,Display,0,0.3,0,0,0,0,0
Chris Moore Roofing,DEC,Roofing,Display,350,0.3,105,140.4,0,65,
Cofield Comfort Systems,DEC,HVAC,Display,500,0.3,150,158.54,0,86,
Columbus Hospice,DEC,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,DEC,Church & School,Display,400,0.3,120,242.59,0,223,
Complete Tire,DEC,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,DEC,Waste Management,Display,0,0.3,0,0,0,0,0
D&H Backhoe Services,DEC,Plumbing,Display,0,0.3,0,0,0,0,0
Dentistry for Children,DEC,Dentist,Display,0,0.3,0,0,0,0,0
Desert Steel,DEC,Retail,Display,0,0.3,0,0,0,0,0
Farney's Home & Building Center,DEC,Home Improvement,Display,0,0.3,0,0,0,0,0
First Response Services,DEC,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,DEC,Tree Service,Display,0,0.3,0,0,0,0,0
Gil's Auto Opelika,DEC,Auto Sales,Display,0,0.3,0,0,0,0,0
Grand Opera House,DEC,Entertainment,Display,100,0.3,30,0,0,0,0
Green Team Dumpster Rentals,DEC,Waste Management,Display,0,0.3,0,0,0,0,0
Hinson Galleries,DEC,Furniture,Display,0,0.3,0,0,0,0,0
Hutchinson Boat Works,DEC,Boating,Display,0,0.3,0,0,0,0,0
Hyundai of Auburn,DEC,Auto Sales,Display,0,0.3,0,0,0,0,0
iAct Colorectal Cancer,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Diabetes Mellitus Trial,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Eczema Trial,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Oral Mucositis,DEC,Medical,Display,0,0.3,0,0,0,0,0
iAct Pancreatic Cancer,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pneumonia Vaccine Trial,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Teen Obesity,DEC,Clinical Trials,Display,0,0.3,0,0,0,0,0
Launch Trampoline,DEC,Entertainment,Display,867,0.3,260.1,266.02,0,161,
Marty Rae's Furniture,DEC,Furniture,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,DEC,Roofing,Display,1000,0.3,300,267.62,106565,185,0.00173603
McGuire's Portable Buildings,DEC,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,DEC,Medical,Display,500,0.3,150,47.34,58588,106,0.001809244
Midtown OB Fibroids Trial,DEC,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,DEC,Restaurant,Display,500,0.3,150,158.26,0,44,
Mike Seltzer Jewelers,DEC,Retail,Display,0,0.3,0,0,0,0,0
North Country Family Health Center,DEC,Medical,Display,0,0.3,0,0,0,0,0
Northridge Vet,DEC,Veterinary,Display,500,0.3,150,102.66,70406,92,0.001306707
Only Plumbing,DEC,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,DEC,Office Supply,Display,400,0.3,120,309.86,44626,592,0.013265809
Overby Company,DEC,Office Supply,Display,0,0.3,0,0,,,0
Overhead Door -Watertown,DEC,Garage Door,Display,500,0.3,150,184.98,0,39,
Parkside Dental,DEC,Dentist,Display,500,0.3,150,131.72,54607,107,0.001959456
Pink Monarch,DEC,Medical,Display,560,0.3,168,110.5,94242,93,0.000986821
PinProps,DEC,Real Estate,Display,0,0.3,0,0,0,0,0
Proscape Colorants,DEC,Landscaping & Pools,Display,3000,0.3,900,0,0,0,0
Ragan Grading & Septic,DEC,Plumbing,Display,500,0.3,150,50.59,0,29,
Reliance Home Services,DEC,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,DEC,Funeral,Display,0,0.3,0,0,0,0,0
Rosenfelds Deli,DEC,Restaurant,Display,850,0.3,255,268.59,0,104,
Servpro CDW,DEC,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,DEC,Restoration & Cleaning,Display,400,0.3,120,145.03,95432,68,0.000712549
Shred A Way,DEC,Office Supply,Display,400,0.3,120,66.82,68150,101,0.001482025
Shred A Way,DEC,Office Supply,Display,0,0.3,0,0,,,0
Smiths Radiator,DEC,Tire & Auto,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,DEC,Church & School,Display,500,0.3,150,155.8,0,82,
The Roofing Guys,DEC,Roofing,Display,0,0.3,0,0,0,0,0
Thompson West Plumbing,DEC,Plumbing,Display,0,0.3,0,30.37,23680,38,0.00160473
Tidemark Federal Credit Union,DEC,Banking,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,DEC,Tire & Auto,Display,1700,0.3,510,537.56,210040,244,0.001161683
TLC Realty,DEC,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,DEC,Charitable,Display,500,0.3,150,271.81,0,122,
West Georgia Eye Care,DEC,Medical,Display,1000,0.3,300,319.47,0,149,
WVNC Job Fair,DEC,Media,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,JAN,Dentist,Display,900,0.3,270,264.82,110833,224,0.002021059
Advanced Med Pro,JAN,Banking,Display,0,0.3,0,0,0,0,0
Alabama Funeral Homes & Cremation Center,JAN,Funeral,Display,0,0.3,0,0,0,0,0
Aletheia Digital,JAN,Marketing,Display,0,0.3,0,0,0,0,0
Allstar Heating & Air,JAN,HVAC,Display,0,0.3,0,0,0,0,0
American Roofing and Restoration,JAN,Roofing,Display,500,0.3,150,86.46,63575,70,0.001101062
ASP Pools,JAN,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
Avery's Furniture,JAN,Furniture,Display,400,0.3,120,162.8,55616,162,0.002912831
Bennie Smith Funeral Homes,JAN,Funeral,Display,1000,0.3,300,348.8,110004,93,0.000845424
Beracah Homes,JAN,Housing,Display,500,0.3,150,150.95,55002,91,0.001654485
Bethany Church,JAN,Church & School,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,JAN,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Childress Dental,JAN,Dentist,Display,500,0.3,150,0.74,1955,1,0.000511509
Chris Moore Roofing,JAN,Roofing,Display,350,0.3,105,137.75,47277,69,0.001459483
Cofield Comfort Systems,JAN,HVAC,Display,500,0.3,150,161.08,56092,80,0.001426228
Columbus Hospice,JAN,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,JAN,Church & School,Display,400,0.3,120,153.48,55004,70,0.001272635
Complete Tire,JAN,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,JAN,Waste Management,Display,500,0.3,150,89.93,33107,37,0.001117588
D&H Backhoe Services,JAN,Plumbing,Display,0,0.3,0,0,0,0,0
Dentistry for Children,JAN,Dentist,Display,500,0.3,150,144.16,50002,76,0.001519939
Desert Steel,JAN,Retail,Display,0,0.3,0,0,0,0,0
Farney's Home & Building Center,JAN,Home Improvement,Display,0,0.3,0,0,0,0,0
First Response Services,JAN,Restoration & Cleaning,Display,225,0.3,67.5,0,0,0,0
Fosters Tree Service,JAN,Tree Service,Display,0,0.3,0,32.32,13858,59,0.004257469
Gil's Auto Opelika,JAN,Auto Sales,Display,0,0.3,0,0,0,0,0
Grand Opera House,JAN,Entertainment,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,JAN,Waste Management,Display,0,0.3,0,0,0,0,0
Hinson Galleries,JAN,Furniture,Display,0,0.3,0,0,0,0,0
Hutchinson Boat Works,JAN,Boating,Display,0,0.3,0,0,0,0,0
Hyundai of Auburn,JAN,Auto Sales,Display,0,0.3,0,0,0,0,0
iAct Colorectal Cancer,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Diabetes Mellitus Trial,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Eczema Trial,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Oral Mucositis,JAN,Medical,Display,0,0.3,0,0,0,0,0
iAct Pancreatic Cancer,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pneumonia Vaccine Trial,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Teen Obesity,JAN,Clinical Trials,Display,0,0.3,0,0,0,0,0
Launch Trampoline,JAN,Entertainment,Display,1000,0.3,300,307.55,112197,175,0.001559756
Marty Rae's Furniture,JAN,Furniture,Display,1800,0.3,540,569.64,198007,176,0.000888857
Matt's Roofing & Gutters,JAN,Roofing,Display,1000,0.3,300,102.92,105978,213,0.002009851
McGuire's Portable Buildings,JAN,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,JAN,Medical,Display,500,0.3,150,35.97,57325,80,0.001395552
Midtown OB Fibroids Trial,JAN,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,JAN,Restaurant,Display,0,0.3,0,0,0,0,0
Mike Seltzer Jewelers,JAN,Retail,Display,0,0.3,0,0,0,0,0
North Country Family Health Center,JAN,Medical,Display,750,0.3,225,111.03,39443,48,0.001216946
Northridge Vet,JAN,Veterinary,Display,500,0.3,150,96.42,75170,97,0.001290408
Only Plumbing,JAN,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,JAN,Office Supply,Display,400,0.3,120,247.95,66896,546,0.008161923
Overby Company,JAN,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,JAN,Garage Door,Display,500,0.3,150,152.67,55000,68,0.001236364
Parkside Dental,JAN,Dentist,Display,500,0.3,150,108.57,57298,173,0.003019303
Pink Monarch,JAN,Medical,Display,560,0.3,168,80.37,87483,129,0.001474572
PinProps,JAN,Real Estate,Display,0,0.3,0,0,0,0,0
Proscape Colorants,JAN,Landscaping & Pools,Display,3000,0.3,900,986.78,329979,782,0.002369848
Ragan Grading & Septic,JAN,Plumbing,Display,500,0.3,150,145.62,50631,93,0.001836819
Reliance Home Services,JAN,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,JAN,Funeral,Display,350,0.3,105,33.05,21708,57,0.00262576
Rosenfelds Deli,JAN,Restaurant,Display,850,0.3,255,266.6,93615,162,0.001730492
Servpro CDW,JAN,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,JAN,Restoration & Cleaning,Display,400,0.3,120,127.54,95990,142,0.001479321
Shred A Way,JAN,Office Supply,Display,400,0.3,120,79.24,87898,191,0.002172973
Shred A Way,JAN,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,JAN,Tire & Auto,Display,500,0.3,150,155.5,51000,87,0.001705882
Success Unlimited Academy,JAN,Church & School,Display,500,0.3,150,168.49,56100,80,0.001426025
The Roofing Guys,JAN,Roofing,Display,0,0.3,0,0,0,0,0
Thompson West Plumbing,JAN,Plumbing,Display,0,0.3,0,0,0,0,0
Tidemark Federal Credit Union,JAN,Banking,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,JAN,Tire & Auto,Display,1700,0.3,510,320.56,188134,256,0.001360732
TLC Realty,JAN,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,JAN,Charitable,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,JAN,Medical,Display,1000,0.3,300,334.27,112200,132,0.001176471
WVNC Job Fair,JAN,Media,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,FEB,Dentist,Display,900,0.3,270,188.87,106150,220,0.002072539
Advanced Med Pro,FEB,Banking,Display,0,0.3,0,0,0,0,0
Alabama Funeral Homes & Cremation Center,FEB,Funeral,Display,0,0.3,0,0,0,0,0
Aletheia Digital,FEB,Marketing,Display,0,0.3,0,18.15,2844,8,0.00281294
Allstar Heating & Air,FEB,HVAC,Display,500,0.3,150,41.78,12609,70,0.00555159
American Roofing and Restoration,FEB,Roofing,Display,500,0.3,150,104.17,72914,86,0.001179472
ASP Pools,FEB,Landscaping & Pools,Display,0,0.3,0,0,0,0,0
Avery's Furniture,FEB,Furniture,Display,400,0.3,120,87.61,45788,120,0.002620774
Bennie Smith Funeral Homes,FEB,Funeral,Display,1000,0.3,300,366.04,109970,97,0.000882059
Beracah Homes,FEB,Housing,Display,900,0.3,270,272.4,98962,120,0.001212587
Bethany Church,FEB,Church & School,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,FEB,"Plumbing, HVAC",Display,1000,0.3,300,609.13,219917,197,0.000895793
Childress Dental,FEB,Dentist,Display,500,0.3,150,120.33,69568,221,0.003176748
Chris Moore Roofing,FEB,Roofing,Display,350,0.3,105,120.27,42302,39,0.000921942
Cofield Comfort Systems,FEB,HVAC,Display,500,0.3,150,150.76,54942,71,0.001292272
Columbus Hospice,FEB,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,FEB,Church & School,Display,400,0.3,120,158.26,55008,41,0.000745346
Complete Tire,FEB,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,FEB,Waste Management,Display,500,0.3,150,132.78,47418,33,0.000695938
D&H Backhoe Services,FEB,Plumbing,Display,0,0.3,0,0,0,0,0
Dentistry for Children,FEB,Dentist,Display,500,0.3,150,171.48,59999,48,0.000800013
Desert Steel,FEB,Retail,Display,0,0.3,0,0,0,0,0
Farney's Home & Building Center,FEB,Home Improvement,Display,750,0.3,225,190.57,87804,462,0.005261719
First Response Services,FEB,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,FEB,Tree Service,Display,0,0.3,0,0,0,0,0
Gil's Auto Opelika,FEB,Auto Sales,Display,1500,0.3,450,474.49,165004,235,0.001424208
Grand Opera House,FEB,Entertainment,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,FEB,Waste Management,Display,0,0.3,0,0,0,0,0
Hinson Galleries,FEB,Furniture,Display,0,0.3,0,0,0,0,0
Hutchinson Boat Works,FEB,Boating,Display,0,0.3,0,0,0,0,0
Hyundai of Auburn,FEB,Auto Sales,Display,0,0.3,0,0,0,0,0
iAct Colorectal Cancer,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Diabetes Mellitus Trial,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Eczema Trial,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Oral Mucositis,FEB,Medical,Display,0,0.3,0,0,0,0,0
iAct Pancreatic Cancer,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pneumonia Vaccine Trial,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Teen Obesity,FEB,Clinical Trials,Display,0,0.3,0,0,0,0,0
Launch Trampoline,FEB,Entertainment,Display,1000,0.3,300,291.45,106037,154,0.001452323
Marty Rae's Furniture,FEB,Furniture,Display,1800,0.3,540,555.22,197920,170,0.000858933
Matt's Roofing & Gutters,FEB,Roofing,Display,1000,0.3,300,242.18,124895,488,0.003907282
McGuire's Portable Buildings,FEB,Buildings,Display,0,0.3,0,10.72,3461,63,0.018202832
Midtown OB,FEB,Medical,Display,500,0.3,150,46.35,67102,88,0.001311436
Midtown OB Fibroids Trial,FEB,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,FEB,Restaurant,Display,0,0.3,0,0,0,0,0
Mike Seltzer Jewelers,FEB,Retail,Display,0,0.3,0,0,0,0,0
North Country Family Health Center,FEB,Medical,Display,750,0.3,225,112.08,39360,15,0.000381098
Northridge Vet,FEB,Veterinary,Display,500,0.3,150,94.46,69895,85,0.00121611
Only Plumbing,FEB,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,FEB,Office Supply,Display,400,0.3,120,145.13,45392,286,0.00630067
Overby Company,FEB,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,FEB,Garage Door,Display,500,0.3,150,160.16,55001,59,0.001072708
Parkside Dental,FEB,Dentist,Display,500,0.3,150,133.35,60011,178,0.002966123
Pink Monarch,FEB,Medical,Display,560,0.3,168,109.16,77024,176,0.002285002
PinProps,FEB,Real Estate,Display,0,0.3,0,0,0,0,0
Proscape Colorants,FEB,Landscaping & Pools,Display,3000,0.3,900,969.54,309303,367,0.001186539
Ragan Grading & Septic,FEB,Plumbing,Display,500,0.3,150,133.25,46601,64,0.001373361
Reliance Home Services,FEB,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,FEB,Funeral,Display,0,0.3,0,32.04,25595,63,0.002461418
Rosenfelds Deli,FEB,Restaurant,Display,850,0.3,255,267.97,93597,103,0.001100463
Servpro CDW,FEB,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,FEB,Restoration & Cleaning,Display,400,0.3,120,119.34,80538,237,0.00294271
Shred A Way,FEB,Office Supply,Display,600,0.3,180,198.09,96684,341,0.003526954
Shred A Way,FEB,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,FEB,Tire & Auto,Display,500,0.3,150,145.93,51002,42,0.000823497
Success Unlimited Academy,FEB,Church & School,Display,500,0.3,150,160.91,56106,42,0.000748583
The Roofing Guys,FEB,Roofing,Display,0,0.3,0,0,0,0,0
Thompson West Plumbing,FEB,Plumbing,Display,0,0.3,0,0,0,0,0
Tidemark Federal Credit Union,FEB,Banking,Display,2800,0.3,840,832.17,299788,245,0.000817244
Tires First - Aletheia,FEB,Tire & Auto,Display,1700,0.3,510,217.17,189183,459,0.002426222
TLC Realty,FEB,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,FEB,Charitable,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,FEB,Medical,Display,1000,0.3,300,328.38,112205,126,0.001122945
WVNC Job Fair,FEB,Media,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,MAR,Dentist,Display,900,0.3,270,267.5,114677,308,0.002685804
Advanced Med Pro,MAR,Banking,Display,0,0.3,0,0,0,152,
Alabama Funeral Homes & Cremation Center,MAR,Funeral,Display,1500,0.3,450,208.58,73963,338,0.004569852
Aletheia Digital,MAR,Marketing,Display,0,0.3,0,19.45,7060,44,0.006232295
Allstar Heating & Air,MAR,HVAC,Display,0,0.3,0,88.79,85294,68,0.000797242
American Roofing and Restoration,MAR,Roofing,Display,500,0.3,150,83.61,55623,176,0.003164159
ASP Pools,MAR,Landscaping & Pools,Display,700,0.3,210,393.83,247942,255,0.001028466
Avery's Furniture,MAR,Furniture,Display,400,0.3,120,150.68,46724,89,0.001904803
Bennie Smith Funeral Homes,MAR,Funeral,Display,1000,0.3,300,357.38,110006,116,0.001054488
Beracah Homes,MAR,Housing,Display,500,0.3,150,155.27,54993,133,0.00241849
Bethany Church,MAR,Church & School,Display,1250,0.3,375,601.3,156236,0,0
Buzzell Plumbing Heating & AC,MAR,"Plumbing, HVAC",Display,1000,0.3,300,312.53,110019,169,0.001536098
Childress Dental,MAR,Dentist,Display,500,0.3,150,89.37,47970,166,0.003460496
Chris Moore Roofing,MAR,Roofing,Display,350,0.3,105,131.49,45911,54,0.001176189
Cofield Comfort Systems,MAR,HVAC,Display,500,0.3,150,152.81,55001,96,0.001745423
Columbus Hospice,MAR,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,MAR,Church & School,Display,400,0.3,120,156.02,55003,79,0.001436285
Complete Tire,MAR,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,MAR,Waste Management,Display,500,0.3,150,164.53,57731,97,0.001680206
D&H Backhoe Services,MAR,Plumbing,Display,0,0.3,0,0,0,0,0
Dentistry for Children,MAR,Dentist,Display,500,0.3,150,158.19,55002,89,0.001618123
Desert Steel,MAR,Retail,Display,0,0.3,0,0,0,0,0
Farney's Home & Building Center,MAR,Home Improvement,Display,520,0.3,156,112.77,63777,323,0.005064522
First Response Services,MAR,Restoration & Cleaning,Display,0,0.3,0,72.09,24954,26,0.001041917
Fosters Tree Service,MAR,Tree Service,Display,200,0.3,60,20.72,31504,0,0
Gil's Auto Opelika,MAR,Auto Sales,Display,1500,0.3,450,479.39,165002,302,0.001830281
Grand Opera House,MAR,Entertainment,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,MAR,Waste Management,Display,0,0.3,0,0,0,0,0
Hinson Galleries,MAR,Furniture,Display,600,0.3,180,184.36,65991,108,0.001636587
Hutchinson Boat Works,MAR,Boating,Display,0,0.3,0,0,0,2,
Hyundai of Auburn,MAR,Auto Sales,Display,1200,0.3,360,408.1,144430,138,0.00095548
iAct Colorectal Cancer,MAR,Clinical Trials,Display,0,0.3,0,0,0,238,
iAct Diabetes Mellitus Trial,MAR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Eczema Trial,MAR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Oral Mucositis,MAR,Medical,Display,0,0.3,0,0,0,0,0
iAct Pancreatic Cancer,MAR,Clinical Trials,Display,0,0.3,0,0,0,87,
iAct Pneumonia Vaccine Trial,MAR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Teen Obesity,MAR,Clinical Trials,Display,0,0.3,0,0,0,88,
Launch Trampoline,MAR,Entertainment,Display,1000,0.3,300,318.49,110004,175,0.001590851
Marty Rae's Furniture,MAR,Furniture,Display,1800,0.3,540,554.69,194083,225,0.001159298
Matt's Roofing & Gutters,MAR,Roofing,Display,1000,0.3,300,193.14,102943,329,0.003195943
McGuire's Portable Buildings,MAR,Buildings,Display,0,0.3,0,8.98,8336,0,0
Midtown OB,MAR,Medical,Display,500,0.3,150,42.1,69116,109,0.001577059
Midtown OB Fibroids Trial,MAR,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,MAR,Restaurant,Display,0,0.3,0,0,0,0,0
Mike Seltzer Jewelers,MAR,Retail,Display,0,0.3,0,0,0,81,
North Country Family Health Center,MAR,Medical,Display,750,0.3,225,110.45,39436,0,0
Northridge Vet,MAR,Veterinary,Display,500,0.3,150,101.53,70021,100,0.001428143
Only Plumbing,MAR,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,MAR,Office Supply,Display,400,0.3,120,115.69,35104,188,0.005355515
Overby Company,MAR,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,MAR,Garage Door,Display,500,0.3,150,158.18,55002,227,0.004127123
Parkside Dental,MAR,Dentist,Display,500,0.3,150,133,62998,133,0.002111178
Pink Monarch,MAR,Medical,Display,560,0.3,168,110.43,71562,145,0.002026215
PinProps,MAR,Real Estate,Display,0,0.3,0,0,0,210,
Proscape Colorants,MAR,Landscaping & Pools,Display,3000,0.3,900,963.77,297039,387,0.001302859
Ragan Grading & Septic,MAR,Plumbing,Display,500,0.3,150,156.38,55446,160,0.002885691
Reliance Home Services,MAR,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,MAR,Funeral,Display,350,0.3,105,42.15,17482,165,0.009438279
Rosenfelds Deli,MAR,Restaurant,Display,850,0.3,255,263.31,93500,186,0.001989305
Servpro CDW,MAR,Restoration & Cleaning,Display,2000,0.3,600,232.69,297897,56,0.000187984
ServPro of Phenix City,MAR,Restoration & Cleaning,Display,400,0.3,120,96.26,46186,307,0.006647036
Shred A Way,MAR,Office Supply,Display,600,0.3,180,127.15,94886,216,0.002276416
Shred A Way,MAR,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,MAR,Tire & Auto,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,MAR,Church & School,Display,500,0.3,150,158.45,55002,49,0.000890877
The Roofing Guys,MAR,Roofing,Display,0,0.3,0,0,0,8,
Thompson West Plumbing,MAR,Plumbing,Display,0,0.3,0,0,0,0,0
Tidemark Federal Credit Union,MAR,Banking,Display,2800,0.3,840,851.73,299993,470,0.001566703
